lugar,tipo_daño,entrecalles,colonia,calle,numero_exterior,atrapados,lesionados,desaparecidos,fallecidos,rescatados,link_google_maps,dirección_completa,lat,lon,entidad,tipo_reporte,necesidades,delegacion,descripcion,Fecha de creación,Última actualización
Casa,Grietas,Batalla de Tunas Blancas y Canal del moral,,Dora,78,,,,,,"http://maps.google.com/maps?q=loc:19.3840767,-99.0263347","Dora 78, San Lorenzo Xicoténcatl, Ciudad de México, CDMX, Mexico",19.3840767000,-99.0263347000,NA,,,Iztapalapa,"El vecino de a lado no tiene contrabarda y se cayó del otro lado unos ladrillos, de mi lado se cayó unas losetas",,
Vía pública,NA,Batallón de Zacapoaxtla y lanceros de Oaxaca,,Andador 4a Antonio Osorio,9,,,,,,"http://maps.google.com/maps?q=loc:19.2992395,-99.061796","Antonio Osorio 9 , Iztapalapa ,ciudad de mexico",19.2992395000,-99.0617960000,Ciudad de México,,,Iztapalapa,Casa con muchas grietas postes de luz abiertos por la mitad y calle muy dañada,,
Oficinas,Otro,Becerril y Mexico,,París,12,,,,,,"http://maps.google.com/maps?q=loc:19.433744,-99.1573558","París 12, Cuauhtémoc, 06030 Ciudad de México, CDMX, Mexico",19.433744,-99.1573558,NA,,,Cuahutemoc,"Se retaron las escaleras del edificio , cristales y olía mucho a gas",,
NA,NA,Benito Juarez y Eje 3 Oriente,,Segunda cerrada de Barrio Tula Culhuacán,14,,,,,,"http://maps.google.com/maps?q=loc:19.3369881,-99.1064433","2da Cda. Agustín de Iturbide 14, Culhuacan, 09800 Ciudad de México, CDMX, Mexico",19.3369881000,-99.1064433000,Ciudad de México,,,Iztapalapa,Grietas en piso  paredes y castillos,,
Casa,Grietas,Benito Juárez y El pino,,Soledad,3,,,,,,"http://maps.google.com/maps?q=loc:19.2978633,-99.233973","Soledad 3, San Nicolás Totolapan, 10900 Ciudad de México, CDMX, Mexico",19.2978633,-99.233973,CD.MX.,,,Álvaro Obregón,Fisuras en paredes,,
Casa,Grietas,Benito juarez y Miguel hidalgo,,Saltillo,19,,,,,,"http://maps.google.com/maps?q=loc:19.4097582,-99.1734511","Saltillo 19, Hipódromo, 06100 Ciudad de México, CDMX, Mexico",19.4097582,-99.1734511,CDMX,,,Cuauhtemoc,Grietas y escaleras de emergencia despegadas,,
NA,NA,Benito Quezada y Av. Guelatao,,Wenceslao Victoria Soto,Mz. 5 Lt. 6,,,,,,"http://maps.google.com/maps?q=loc:19.3853803,-99.0835677","Wenceslao Victoria Soto Mz. 5 Lt. 6 , Iztapalapa ,ciudad de mexico",19.3853803000,-99.0835677000,Ciudad de México,,,Iztapalapa,NA,,
Oficinas,Grietas,Berlin y Versalles,,Insurgentes sur,1413,,,,,,"http://maps.google.com/maps?q=loc:19.3703506,-99.1803593","Insurgentes sur 1413 , Benito juarez ,ciudad de mexico",19.3703506000,-99.1803593000,Cdmx,,,Benito juarez,Grieta en muro de carga y descuadre de marcos de ventanas,,
Oficina de gobierno,NA,Berlín y Viena,,Av. México,151,,,,,,"http://maps.google.com/maps?q=loc:19.3559795,-99.1685752","Av México 151, Del Carmen, 04100 Ciudad de México, CDMX, Mexico",19.3559795000,-99.1685752000,Cdmx,,,Coyoacán,Cuarteaduras en los 6 pisos del edificio del INDAABIN,,
Departamentos,Otro,Bilbao y España,,A.v. xicotencatl,310,,,,,,"http://maps.google.com/maps?q=loc:19.2791449,-98.938788","Av. Xicotencatl 310, Jardin, 56617 Valle de Chalco Solidaridad, Méx., Mexico",19.2791449000,-98.9387880000,Estado de Mexico.,,,Valle de chalco,El edificio se enclino y una parte esta recargada en la barda de la casa colindante.,,
Departamentos,Grietas,Bilbao y Hidalgo,,"Medicina, perp. a Eje 10",61,,,,,,"http://maps.google.com/maps?q=loc:19.3366948,-99.187341","Av. Universidad 3000, Edificio A, Delegación Coyoacán, Col. Ciudad Universitaria, 04510 Ciudad de México, CDMX, Mexico",19.3366948000,-99.1873410000,CDMX,,,Coyoacán,"Grietas en algunas paredes, alcanza todo el espesor de la pared y se presentan debajo de ventanas.",,
Comercio,Grietas,Blvd. De los  guerreros y Ignacio zaragoza,,Quetzalcoatl,64,,,,,,"http://maps.google.com/maps?q=loc:19.4402642,-99.1686647","Quetzalcoatl 64, Tlaxpana, 11370 Ciudad de México, CDMX, Mexico",19.4402642,-99.1686647,Ciudad de México,,,Miguel Hidalgo,Grietas en el techo visibles y pedazos abiertos a la interperie,,
Edificio,NA,Bolivar,,Isabel la católica,NA,,,,,,"http://maps.google.com/maps?q=loc:19.4261267,-99.1379325","José María Izazaga 73, Centro, 06000 Ciudad de México, CDMX, Mexico",19.4261267000,-99.1379325000,Ciudad de México,,,Centro,NA,,
Asilo Privado,NA,Bolívar e Isabela Católica,,Regina,7,,,,,,"http://maps.google.com/maps?q=loc:19.428007,-99.1383076","Calle Regina 7, Centro Histórico, Centro, 06080 Ciudad de México, CDMX, Mexico",19.4280070000,-99.1383076000,Mexico,,,Cuauhtémoc,Hoy visite el asilo y vi muchísimas grietas y es un edificio antiguo. A lo que me decían no iban a desalojar y están construyendo. Es muy grave esto ayuden a los ancianos,,
Departamentos,Grietas,Bolivar y Castilla,,Mariano Azuela,55,,,,,,"http://maps.google.com/maps?q=loc:19.5007408,-99.2438875","Mariano Azuela 55, Cd. Satélite, 53100 Naucalpan de Juárez, Méx., Mexico",19.5007408000,-99.2438875000,Ciudad de México,,,Azcapotzalco,Derrumbe total,,
Oficinas,Grietas,Bolivar y Diagonal 20 Noviembre,,Capulín,20,,,,,,"http://maps.google.com/maps?q=loc:19.3796337,-99.1743393","Capulín 20 , Benito Juárez ,ciudad de mexico",19.3796337000,-99.1743393000,NA,,,Benito Juárez,Grietas en zona de escaleras,,
Casa,Grietas,Bolívar y Eje Central,,Guadalquivir,NA,,,,,,"http://maps.google.com/maps?q=loc:19.4292751,-99.1705033","Guadalquivir   , Cuauhtémoc ,ciudad de mexico",19.4292751000,-99.1705033000,Ciudad de México,,,Cuauhtémoc,NA,,
Departamentos,Grietas,bolivar y isabel la catolica,,José María Marroquí,28,,,,,,"http://maps.google.com/maps?q=loc:19.4313546,-99.1436879","José María Marroquí 28 , Cuauhtémoc ,ciudad de mexico",19.4313546000,-99.1436879000,Ciudad de México colonia centro,,,Cuauhtémoc,"Grietas, pedazos de algunas paredes se cayeron, nunca había tenido esto en temblores anteriores pero hay alarma entre los vecinos, es un edificio viejo aunque fuerte pero estamos inquietos, enfrente hay un edificio naranja que necesita ser revisado urgentemente puede caer sobre mi edificio y otro más si está muy dañado.",,
Departamentos,Otro,Bolivar y Isabel la Catolicagr,,Av sur del comercio san Juan ixtayopan,1,,,,,,"http://maps.google.com/maps?q=loc:19.2325057,-98.9947355","Av sur del comercio san Juan ixtayopan 1 , Tkahuac ,ciudad de mexico",19.2325057000,-98.9947355000,NA,,,Tkahuac,Grietas en diferentes partes de la casa,,
Departamentos,Grietas,Bombas y Miramontes,,Av. Juarez,33,,,,,,"http://maps.google.com/maps?q=loc:19.4755737,-99.2342836","Av.juárez 33, Naucalpan Centro, 53000 Naucalpan de Juárez, Méx., Mexico",19.4755737000,-99.2342836000,Naucalpan,,,Naucalpan,Se daño y cayó algo de plafon,,
NA,NA,Bombas y tepetlapa,,Canal de Miramontes,2830,,,,,,"http://maps.google.com/maps?q=loc:19.2869333,-99.1386004","Prol. Canal de Miramontes 2830, Los Colorines, 14386 Ciudad de México, CDMX, Mexico",19.2869333000,-99.1386004000,Ciudad de México,,,Tlalpan,Grietas en muros y pisos,,
NA,NA,Bosque de Alférez y Bosque de Alfeñique,,Av Bosque de Minas,53,,,,,,"http://maps.google.com/maps?q=loc:19.4213943,-99.262892","Av. Bosque de Minas 53, Bosques de la Herradura, 52783 Ciudad de México, Méx., Mexico",19.4213943000,-99.2628920000,Bosques de la Herradura,,,Huixquilucan,Todo el edificio está cuarteado,,
Departamentos,Grietas,Bosque de alférez y Bosque de mayorazgo,,INSURGENTES SUR,1685,,,,,,"http://maps.google.com/maps?q=loc:19.3610398,-99.1835794","INSURGENTES SUR 1685 , Alvaro Obregon ,ciudad de mexico",19.3610398000,-99.1835794000,CIUDAD DE MEXICO,,,Alvaro Obregon,"PAREDES AGRIETADAS, PLAFONES CAIDOS, ESCALERAS DAÑADAS",,
Casa,Grietas,Bosques de Roma y Blvrd. Prados de Aragón,,Santa María La Ribera,97,,,,,,"http://maps.google.com/maps?q=loc:19.4461322,-99.1572835","Santa María La Ribera 97, Sta María la Ribera, 06400 Ciudad de México, CDMX, Mexico",19.4461322,-99.1572835,Ciudad de México,,,Cuauhtémoc,Grietas en ventanas,,
Departamentos,Grietas,Boston y Holbein,,Ferrocarril de Cuernavaca,188,,,,,,"http://maps.google.com/maps?q=loc:19.3769618,-99.1923092","Ferrocarril de Cuernavaca 188, Alfonso XIII, 01460 Ciudad de México, CDMX, Mexico",19.3769618000,-99.1923092000,NA,,,Alvaro Obregon,Grietas sobre el piso del departamento,,
Departamentos,Grietas,Boulevard rene juarez y NA,,Convento de Santa Clara zona H,6,,,,,,,"Convento de Santa Clara zona H 6 , Tlalnepantla de Baz ,ciudad de mexico",,,Edo. Méx.,,,Tlalnepantla de Baz,Grietas en los tres cuartos y el baño de la planta alta de la vivienda,,
NA,NA,Boulevard Teocallis y Andador Fuego Nuevo,,Tepozteco,Mz 238 lote 58,,,,,,"http://maps.google.com/maps?q=loc:19.5428217,-99.0194033","Tepozteco Mz 238 lote 58 , Ecatepec ,ciudad de mexico",19.5428217000,-99.0194033000,Ciudad Azteca Oriente,,,Ecatepec,Grietas en varios cuartos de la casa planta alta,,
Casa,Grietas,Braulio maldonado y Venuztiano carranza,,Avenida Universidad,1601,,,,,,"http://maps.google.com/maps?q=loc:19.3511121,-99.178566","Avenida Universidad 1601, Agrícola, Chimalistac, 01050 Ciudad de México, CDMX, Mexico",19.3511121000,-99.1785660000,CDMX,,,Álvaro Obregón,Multiples grietas y cuarteaduras en todo el edificio (12 pisos),,
Casa,Grietas,Bravo y NA,,5 de February 0132,132,,,,,,"http://maps.google.com/maps?q=loc:19.4232912,-99.1355194","5 de Febrero 132, Centro, 06080 Centro, CDMX, Mexico",19.4232912000,-99.1355194000,Ciudad de México,,,Cuauhtémoc,Grietas en paredes dentro de los 2 edifici,,
Otro,Grietas,Bretaña y Monaco,,Dallas,85,,,,,,"http://maps.google.com/maps?q=loc:19.3975812,-99.1758135","Dallas 85, Nápoles, Ciudad de México, CDMX, Mexico",19.3975812000,-99.1758135000,NA,,,Benito Juárez,Grietas en La paredes,,
NA,NA,Brigadas carbagal y av. Exploradores,,Manuel Salazar,Mz 27 lt 14,,,,,,"http://maps.google.com/maps?q=loc:19.3697291,-99.0278148","Manuel Salazar 27, Ejército de Oriente Zona Peñón, Ciudad de México, CDMX, Mexico",19.3697291000,-99.0278148000,CDMX,,,Iztapalapa,Grietas en la fachada se la vivienda,,
Departamentos,Grietas,bruno traben y carrillo puerto,,calzada mex tacuba,1501,,,,,,"http://maps.google.com/maps?q=loc:19.4555964,-99.2112804","Calz México-Tacuba 1501, Argentina Poniente, 11230 Ciudad de México, CDMX, Mexico",19.4555964000,-99.2112804000,NA,,,Miguel hidalgo,Grietas en la pared pegada al techo,,
Departamentos,Grietas,Bruno Traven y Pirineos,,Camino real de minas,17,,,,,,"http://maps.google.com/maps?q=loc:19.3470377,-99.2137268","Camino Real de Minas 17, Lomas de los Ángeles Tetelpan, 01790 Ciudad de México, CDMX, Mexico",19.3470377000,-99.2137268000,México D.F.,,,Alvaro Obregon,Paredes con varias grietas,,
Departamentos,Grietas,Bruselas y Río Churubusco,,Río Lerma,154,,,,,,"http://maps.google.com/maps?q=loc:19.4284519,-99.1687695","Calle Río Lerma 154, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",19.4284519000,-99.1687695000,NA,,,Cuahutémoc,Hotel del ángel edificio muy agrietado fugas de agua es un edificio ya antigüo varias paredes se abrieron.,,
Departamentos,Grietas,Buenavista y Montevideo,,Pegaso,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3551368,-99.1256719","Pegaso, Prado Churubusco, Ciudad de México, CDMX, Mexico",19.3551368,-99.1256719,Ciudad,,,Coyoacan,Techos se cayo,,
NA,NA,bugambilias y crisantemos,,avenida Predos,107,,,,,,"http://maps.google.com/maps?q=loc:19.6455991,-99.1688385","Prados del Centro 5, Tercera Morelos, 54930 Tultitlán de Mariano Escobedo, Méx., Mexico",19.6455991000,-99.1688385000,estado de mexico,,,municipio tultitlan,el interios de algunos departamentos presentan grietas y en la parte de afuera tambien. no se alcanza a ver todo el edificio pues es de 5 pisos. los pasillos tambien presentan grietas en los descansos de la escaleras.  Por favor ayudenos con la revision  pues cuando ocurrio el sismo pasado  nadie vino a revisar.,,
Departamentos,Derrumbe parcial,Burdeos y Lieja,,CIRCUITO FUENTES DEL PEDREGAL,428,,,,,,"http://maps.google.com/maps?q=loc:19.302239,-99.2317157","CIRCUITO FUENTES DEL PEDREGAL 428 , TLALPAN ,ciudad de mexico",19.3022390000,-99.2317157000,CDMX,,,TLALPAN,HAY GRIETAS EN LAS PAREDES DE TODOS LOS DEPARTAMENTOS DE CASI TODOS LOS EDIFICIOS DE LA ZONA. OJALÁ APAREZCA PRONTO PROTECCIÓN CIVIL.,,
Otro,Derrumbe parcial,C cedro y C chapultepec,,Av chapultepec,328,,,,,,"http://maps.google.com/maps?q=loc:19.4230391,-99.1643976","Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico",19.4230391000,-99.1643976000,Col roma,,,Col roma,Grietas enormes y abiertas en habitaciones muros y escaleras,,
Departamentos,Grietas,Cádiz Sur y Malaga,,Descartes,62,,,,,,"http://maps.google.com/maps?q=loc:19.4287887,-99.1765482","Descartes 62, Anzures, 11590 Ciudad de México, CDMX, Mexico",19.4287887000,-99.1765482000,NA,,,Miguel Hidalgo,"Daños en techos, paredes, tuberias, escaleras",,
NA,NA,cádiz y malaga,,valencia,35,,,,,,"http://maps.google.com/maps?q=loc:19.37297,-99.1807471","valencia 35 , benito juarez ,ciudad de mexico",19.3729700000,-99.1807471000,cdmx,,,benito juarez,edificio cuarteado por fuera y por dentro de todos los departamentos,,
Departamentos,Grietas,Cádiz y Santander,,Descartes,48,,,,,,"http://maps.google.com/maps?q=loc:19.4285168,-99.1764854","Descartes 48, Anzures, 11590 Ciudad de México, CDMX, Mexico",19.4285168000,-99.1764854000,NA,,,Miguel Hidalgo,Grietas en paredes. Escalera separada de la pared.,,
NA,NA,Cadiz y soria,,Castilla,91,,,,,,"http://maps.google.com/maps?q=loc:19.3987849,-99.1426002","Castilla 91, Álamos, 03400 Ciudad de México, CDMX, Mexico",19.3987849000,-99.1426002000,Mexico,,,Benito juarez,Grietas severas en muro de carga y muros laterales. En un salon atraviesan las grietas. De un extremo a otro,,
NA,NA,Cala Ignacio Zaragoza y Miguel hidalgo,,Santa teresa,64,,,,,,"http://maps.google.com/maps?q=loc:19.3923186,-99.0540775","Santa teresa 64 , Iztapalapa ,ciudad de mexico",19.3923186000,-99.0540775000,Cd de mexico,,,Iztapalapa,Hay grietas que no podemos alcanzar a ver si son profundas en las trabes del estacionamiento  por eso solicitamos revisión,,
NA,NA,California y Dakota,,Escocia,29,,,,,,"http://maps.google.com/maps?q=loc:19.3481159,-99.1463779","Escocia 29, Parque San Andrés, 04040 Ciudad de México, CDMX, Mexico",19.3481159000,-99.1463779000,Parque San Andrés,,,Coyoacán,Edificio habitacional de tres torres sucesivas  la torre 2 (enmedio) colapso hacia la derecha  la torre 3 esta a punto de colapsar y hay agrietamientos en toda la fachada.,,
NA,NA,Caliz y corola,,Polen,26,,,,,,"http://maps.google.com/maps?q=loc:19.3177733,-99.1401065","Polen 26, El Reloj, 04640 Ciudad de México, CDMX, Mexico",19.3177733000,-99.1401065000,México,,,Coyoacán,Grietas en cocinas y fachada principal,,
NA,NA,Caliz y corola,,Décima cerrada de cáliz,6,,,,,,"http://maps.google.com/maps?q=loc:19.3168148,-99.1420645","Cda. 4 Caliz 6, El Reloj, 04640 Ciudad de México, CDMX, Mexico",19.3168148000,-99.1420645000,México,,,Coyoacán,Grietas profundas en fachada principal,,
Escuela,NA,Calle 10,,Calle 4,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3911511,-99.187032","Calle 4, San Pedro de los Pinos, 03800 Ciudad de México, CDMX, Mexico",19.3911511000,-99.1870320000,CDMX,,,Benito Juárez,Se está derrumbando la secundaria poco a poco y sigue aún a estas horas. Es la secundaria diurna no° 8  Tomás Garrigue Masaryk,,
NA,NA,Calle 11 de abril y calle 2,,Av. Primero de mayo,89,,,,,,"http://maps.google.com/maps?q=loc:19.3940516,-99.1866146","Av. Primero de Mayo 89, 8 de Agosto, 03820 Ciudad de México, CDMX, Mexico",19.3940516000,-99.1866146000,México,,,Benito Juárez,Grietas en condominio en muros y fachada,,
Casa,Grietas,Calle 13 y Calle 15,,Av 16,49,,,,,,"http://maps.google.com/maps?q=loc:19.4106148,-99.0957859","Av. 16 49, Ignacio Zaragoza, 15000 Ciudad de México, CDMX, Mexico",19.4106148000,-99.0957859000,NA,,,Venus Tiano Carranza,Cuarteadura en techos,,
Oficinas,Grietas,Calle 16 y Calle 12,,paseo de las Galias,147,,,,,,"http://maps.google.com/maps?q=loc:19.3179426,-99.0969658","Paseo de Las Galias 147, Lomas Estrella 2da Secc, 09890 Ciudad de México, CDMX, Mexico",19.3179426,-99.0969658,"Lomas Estrella, Iztapalaps",,,iztapalapa,Colapso de estacionamiento y daño estructural,,
Comercio,Otro,Calle 16 y Calle 18,,jose Joaquín pesado,5,,,,,,"http://maps.google.com/maps?q=loc:19.412247,-99.1367701","José Joaquín Pesado 5, Obrera, 06800 Ciudad de México, CDMX, Mexico",19.4122470000,-99.1367701000,ciudad de México,,,Cuauhtémoc,Grietas y derrumbe de una barda,,
Departamentos,Grietas,Calle 18 y Toltecas,,Hegel,610,,,,,,"http://maps.google.com/maps?q=loc:19.4291833,-99.1879205","Hegel 610, Polanco, Polanco V Secc, 11560 Ciudad de México, CDMX, Mexico",19.4291833000,-99.1879205000,NA,,,Miguel hidalgo,Grietas en el concreto de soporte del garaje del edifico y en las paredes de los departamentos,,
Departamentos,Grietas,Calle 23 y Calle 21,,Avenida canal de castera prados A,203,,,,,,,"Avenida canal de castera prados A 203 , Tultitlan ,ciudad de mexico",,,Estado de Mexico,,,Tultitlan,Se abrieron muchas grietas en varios edificios de la unidad,,
comercio,daño mayor,Calle 311/313,Nueva Atzacoalco,Calle 314 ,S/N,Ninguno,No se tiene información,No se tiene información,Ninguno,No se tiene información.,"https://www.google.com.mx/maps/place/Mercado+Vicente+Guerrero/@19.5012207,-99.0878856,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1fa3c0ee3852b:0xb2184bbedad88649!8m2!3d19.5012157!4d-99.0856969?dcr=0",,19.5006811000,"-99.1460425,12",CDMX,,Revisión del comercio.,,,,
residencial,derrumbe,Calle 314/316,Nueva Atzacoalco,Calle 323,655,No se tiene información,No se tiene información,No se tiene información,No se tiene información,No se tiene información ,"https://www.google.com.mx/maps/place/Calle+323,+Nueva+Atzacoalco,+07420+Ciudad+de+M%C3%A9xico,+CDMX/@19.5000052,-99.0832448,90m/data=!3m1!1e3!4m5!3m4!1s0x85d1fa393744b25b:0xdb2e5ab3dd558fe3!8m2!3d19.4999756!4d-99.0831236?dcr=0","Calle 323 655, Nueva Atzacoalco",19.5000052000,-99.0831236000,CDMX,,"Hasta ahora, ninguna. ",,,,
Oficinas,Grietas,calle 6 y calle 9,,Bartolache,1833,,,,,,"http://maps.google.com/maps?q=loc:19.3692373,-99.1742632","José Ignacio Bartolache 1833, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico",19.3692373000,-99.1742632000,CDMX,,,Benito Juárez,Grietas por toda la casa,,
Casa,Grietas,Calle 7 y Calle 8,,Ciltlaltepetl,56,,,,,,"http://maps.google.com/maps?q=loc:19.4079596,-99.1717625","Ciltlaltepetl 56 , Cuauhtémoc ,ciudad de mexico",19.4079596000,-99.1717625000,NA,,,Cuauhtémoc,Grietas en todo el edificio,,
Casa,Grietas,Calle 8 y Av. Santa Catarina,,Insurgentes sur,636,,,,,,"http://maps.google.com/maps?q=loc:19.3958056,-99.1716269","Av. Insurgentes Sur 636, Col del Valle Nte, 03103 Del Valle Nte, CDMX, Mexico",19.3958056000,-99.1716269000,NA,,,Benito Juárez,Grietas en los departamentos,,
NA,NA,Calle 8 y Calle 10,,Av. primero de mayo,197,,,,,,"http://maps.google.com/maps?q=loc:19.3884497,-99.1872122","Av. primero de mayo 197 , Benito Juárez ,ciudad de mexico",19.3884497000,-99.1872122000,Ciudad de México,,,Benito Juárez,Grieta de ventana a ventana  de 2 metros aprox. Y otras tres grietas verticales de aprox. 1m. Grietas similares en al menos otros tres departamentos.,,
Departamentos,Grietas,Calle 9 y7 y 9 y7,,lago 4 millones Mz 87 Lt 12,5547867916,,,,,,"http://maps.google.com/maps?q=loc:19.4505717,-99.0491874","Lago 4 Millones 12, Cd Lago, 57180 Nezahualcóyotl, Méx., Mexico",19.4505717000,-99.0491874000,NA,,,Ciudad Lago,Grietas presentadas en la habitación de la cocina y una grieta con posición de 45 en escalera de entrada al primer piso,,
residencial,derrumbe,calle Álvaro Gálvez y Fuentes y calle cerro San Antonio,Conjunto Urbano Tlalpan,Calzada de Tlalpan,Edif 1-C,,,,,,15555327000,,19.3379700000,-99.1421410000,,,,,,,
NA,NA,Calle Benvenutto Cellini y Calle Chilpa,,Boulevard Adolfo Lopez Mateos,101,,,,,,"http://maps.google.com/maps?q=loc:19.3769196,-99.1913872","Blvd. Adolfo López Mateos 101, Mixcoac, 03910 Ciudad de México, CDMX, Mexico",19.3769196000,-99.1913872000,CDMX,,,Benito Juarez,Grietas que no se encontraban y ruidos al crujir la estructura con las vibraciones de los vehículos.,,
Casa,Grietas,Calle mañanitas y Rancho grande,,Bahia de Perula 102 entra Bahia De Santa Barbara y Marina Nacional,5517299686,,,,,,,"Bahia de Perula 102 entra Bahia De Santa Barbara y Marina Nacional 5517299686 , Miguel Hidalgo ,ciudad de mexico",,,NA,,,Miguel Hidalgo,Se cayo la mitad de la casa,,
